drugbank_id,drugname,drug_type,description,approved,experimental,illicit,investigational,nutraceutical,withdrawn
DB11755,b'Tetrahydrocannabivarin',small molecule,"Tetrahydrocannabivarin (THCV) is a propyl analogue of tetrahydrocannabinol (Δ9-THC), one of the primary pharmacological components of [Medical Cannabis]. Δ9-THC is currently available in several synthetic forms, including [Dronabinol], while purified or isolated THCV is not approved for any medical uses and is not available as any marketed products. As a major phytocannabinoid, however, THCV is accessible within [Medical Cannabis] along with other identified cannabinoids including [Cannabidiol] (CBD), [cannabinol] (CBN), [cannabigerol] (CBG), [cannabichromene] (CBC), [cannabivarin] (CBV), and [Cannabidivarin] (CBDV). 

THCV is one of four cannabinoids with identified potential as anticonvulsant agents, which also includes Δ9-tetrahydrocannabinolic acid, [Cannabidiol] (CBD), and [Cannabidivarin] (CBDV) [A33334].

Although THCV possesses an almost identical structure to Δ9-THC (varying only by the length of its lipophilic alkyl chain), it has different molecular targets and pharmacological profile [A32972]. Compared to THC which demonstrates its effects through weak partial agonist activity of both endocannabinoid receptors Cannabinoid-1 (CB1R) and Cannabinoid-2 (CB2R), THCV acts as a CB1 antagonist and a partial agonist of CB2 [A32477]. Further evidence has also shown that THCV acts as an agonist of GPR55 and l-α-lysophosphatidylinositol (LPI) [A32974]. Beyond the endocannabinoid system, THCV has also been reported to activate 5HT1A receptors to produce an antipsychotic effect that has therapeutic potential for ameliorating some of the negative, cognitive and positive symptoms of schizophrenia [A32975]. Furthermore, THCV interacts with different transient receptor potential (TRP) channels including TRPV2, which may contribute to the analgesic, anti-inflammatory and anti-cancer effects of cannabinoids and Cannabis extracts [A32976]. It has also shown antiepileptiform and anticonvulsant properties, that suggest possible therapeutic application in the treatment of pathophysiologic hyperexcitability states such as untreatable epilepsy [A33325].

Cannabinoid receptors are utilized endogenously by the body through the endocannabinoid system, which includes a group of lipid proteins, enzymes, and receptors that are involved in many physiological processes. Through its modulation of neurotransmitter release, the endocannabinoid system regulates cognition, pain sensation, appetite, memory, sleep, immune function, and mood among many others. These effects are largely mediated through two members of the G-protein coupled receptor family, cannabinoid receptors 1 and 2 (CB1 and CB2)[A32585]. CB1 receptors are found in both the central and peripheral nervous systems, with the majority of receptors localized to the hippocampus and amygdala of the brain. Physiological effects of using cannabis make sense in the context of its receptor activity as the hippocampus and amygdala are primarily involved with regulation of memory, fear, and emotion. In contrast, CB2 receptors are mainly found peripherally in immune cells, lymphoid tissue, and peripheral nerve terminals [A32676].

Reliably studying the effects of Cannabis (and of THCV) is complicated by the numerous other compounds that Cannabis contains such as terpenes, flavonoids, phenols, amino acids, and fatty acids among many others that have the potential to modulate the plant's pharmacological effect [A32832,A32824].",0,0,0,1,0,0
DB11757,b'Istradefylline',small molecule,"Istradefylline, or KW6002, was developed by Kyowa Hakko Kirin in Japan for the treatment of Parkinson's disease as an adjunct to standard therapy.[A184067] Unlike standard dopaminergic therapies for Parkinson's, Istradefylline targets adenosine A<sub>2A</sub> receptors in the basal ganglia.[A184067] This region of the brain is highly involved in motor control.[A184067]

Istradefylline is indicated as an adjunct treatment to [levodopa] and [carbidopa] for Parkinson's disease.[L8237]

This drug was first approved in Japan on 25 March 2013.[A184067] Istradefylline was granted FDA approval on 27 August 2019.[L8213]",1,0,0,1,0,0
DB11758,b'Cenicriviroc',small molecule,"Cenicriviroc has been used in trials studying the treatment of HIV-infection/AIDS, AIDS Dementia Complex, Nonalcoholic Steatohepatitis, Human Immunodeficiency Virus, and HIV-1-Associated Cognitive Motor Complex.",0,0,0,1,0,0
DB11760,b'Talazoparib',small molecule,"Talazoparib was approved by the FDA for use in germline BRCA mutated, HER2 negative, locally advanced or metastatic breast cancer on October 16, 2018 under the trade name Talzenna [L4661]. Talzenna was granted approval based on the results of the EMBRACA trial in which talazoparib resulted in a mean 8.6 months progression-free survival time versus physician's choice chemotherapy which resulted in 5.6 months progression-free survival.",1,0,0,1,0,0
DB11761,b'Tenapanor',small molecule,"Tenapanor is a novel, small molecule medication approved in September 2019 for the treatment of constipation-predominant irritable bowel-syndrome (IBS-C).[L8558] It was first designed and synthesized in 2012.[A185492] As an inhibitor of the sodium/hydrogen exchanger isoform 3 (NHE3) transporter, it is the first and currently only medication within its class[A185489,A185492,A185495] and therefore exists as a novel alternative in the treatment of IBS-C.",1,0,0,1,0,0
DB11764,b'Spebrutinib',small molecule,"Spebrutinib has been used in trials studying the treatment of Rheumatoid Arthritis, Lymphoma, Large B-Cell, Diffuse, and Leukemia Lymphocytic Chronic B-Cell.",0,0,0,1,0,0
DB11767,b'Sarilumab',biotech,"Sarilumab is a fully human anti-IL-6R monoclonal IgG1 antibody that binds to both membrane bound and soluble interleukin 6 (IL-6) receptor forms, thus blocking the cis- and trans-inflammatory signalling cascades of IL-6 [A27262]. Sarilumab was developped by Sanofi and Regeneron Pharmaceuticals, Inc; it was US FDA-approved in May 2017 and followed by EU approval in June 2017 for the treatment of moderate to severe Rheumatoid Arthritis (RA) in combination with methotrexate [A27265]. RA is a chronic inflammatory disease characterized by polyarthritis and its treatment has been challenged by the different response in every patient [A27264]. Subcutaneous administration of Sarilumab has been shown to decrease acute-phase reactant levels and improve in clinical RA symptoms [A27263].",1,0,0,1,0,0
DB11770,b'Talinolol',small molecule,Talinolol has been investigated for the basic science of Gastrointestinal Motility Disorder.,0,0,0,1,0,0
DB11771,b'Tremelimumab',biotech,"Tremelimumab, formerly known as ticilimumab, is a fully human IgG2 monoclonal antibody directed against cytotoxic T-lymphocyte-associated antigen 4 (CTLA-4). CTLA-4 is a cell surface receptor expressed on activated T cells to act as a negative regulator for T cells.[A253717] By binding to CTLA-4, tremelimumab enhances T cell-mediated killing of tumours and reduces tumour growth.[A253717, L43652] Because CTLA-4 is an immune checkpoint that plays a vital role in regulating T cell-mediated immune response, tremelimumab is considered an immune checkpoint inhibitor, which is an emerging cancer immunotherapy drug class.[A253712]

Tremelimumab was first approved by the FDA in October 2022 to be used in combination with [durvalumab] to treat hepatocellular carcinoma.[L43652] It is also being investigated in other cancers, such as colon cancer, pancreatic cancer, non-small cell lung cancer (NSCLC), and malignant melanoma.[A253717, A253722]",1,0,0,1,0,0
DB11772,b'Pilaralisib',small molecule,"Pilaralisib is an orally available small molecule that selectively inhibits the activity of phosphoinositide-3 kinase (PI3K). Pilaralisib has been used in trials studying the treatment of Cancer, Lymphoma, Solid Tumors, Glioblastoma, and Breast Cancer, among others.",0,0,0,1,0,0
DB11774,b'Pazufloxacin',small molecule,Pazufloxacin is under investigation in clinical trial NCT02592096 (Pazufloxacin Mesilate Ear Drops Clinical Trial Protocol).,0,0,0,1,0,0
DB11779,b'Danoprevir',small molecule,"Danoprevir has been used in trials studying the treatment of Hepatitis C, Chronic.",0,0,0,1,0,0
DB11781,b'Tosedostat',small molecule,"Tosedostat has been used in trials studying the treatment and supportive care of AML, Leukemia, Pancreas Cancer, Multiple Myeloma, and Pancreatic Cancer, among others.

Tosedostat is an inhibitor of the M1 family of aminopeptidases, in particular PuSA, and LTA4 hydrolase. It has demonstrated anti-tumour activity in a number of models of cancer, both as a single agent and in synergy with cytotoxic agents such as carboplatin and paclitaxel. It entered the clinical trial in patients with haematological malignancies.",0,0,0,1,0,0
DB11785,b'Anisodamine',small molecule,Anisodamine has been investigated for the treatment of Intestinal Diseases.,0,0,0,1,0,0
DB11791,b'Capmatinib',small molecule,"Capmatinib is a small molecule kinase inhibitor targeted against c-Met (a.k.a. hepatocyte growth factor receptor [HGFR]), a receptor tyrosine kinase that, in healthy humans, activates signaling cascades involved in organ regeneration and tissue repair.[A199122] Aberrant c-Met activation - via mutations, amplification, and/or overexpression - is known to occur in many types of cancer, and leads to overactivation of multiple downstream signaling pathways such as STAT3, PI3K/ATK, and RAS/MAPK.[A199122] Mutations in _MET_ have been detected in non-small cell lung cancer (NSCLC), and the prevalence of _MET_ amplification in epidermal growth factor receptor tyrosine kinase inhibitor (EGFR-TKI)-naive patients with NSCLC has been reported to be 1.4% - 21%.[A199122] This co-occurrence has made c-Met a desirable target in the treatment of NSCLC.

Manufactured by Novartis and marketed under the brand name Tabrecta, capmatinib was granted accelerated approval by the FDA on May 6, 2020,[L13380] for the treatment of NSCLC in patients whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping.[L13347] The presence of the mutation must be confirmed by an FDA-approved test, such as the FoundationOne CDx assay (manufactured by Foundation Medicine, Inc.), which was approved by the FDA on the same day.[L13380] As this indication was granted under an accelerated approval, its continued approval is contingent upon verification of capmatinib's benefit in confirmatory trials.[L13347] Capmatinib was approved by Health Canada on June 8, 2022.[L42015]",1,0,0,1,0,0
DB11792,b'Mirodenafil',small molecule,"Mirodenafil has been used in trials studying the treatment and supportive care of Kidney Diseases, Urologic Diseases, Renal Insufficiency, Erectile Dysfunction, and Male Erectile Dysfunction.",0,0,0,1,0,0
DB11793,b'Niraparib',small molecule,"Niraparib is an orally active poly (ADP-ribose) polymerase (PARP) inhibitor. By blocking the enzymes responsible for DNA repair, niraparib induces cytotoxicity in cancer cells.[L43277] Niraparib is selective towards PARP-1 and PARP-2.[A253248] First approved by the FDA on March 27, 2017,[A253912] niraparib is used to treat epithelial ovarian, fallopian tube, or primary peritoneal cancer.[L43277] Niraparib was approved by the European Commission on November 16, 2017 [L43742] and by Health Canada on June 27, 2019.[L43747]",1,0,0,1,0,0
DB11796,b'Fostemsavir',small molecule,"Fostemsavir is the phosphonooxymethyl prodrug of temsavir, a novel HIV-1 attachment inhibitor.[L14867] It binds to and inhibits the activity of gp120, a subunit within the HIV-1 gp160 envelope glycoprotein that facilitates the attachment of HIV-1 to host cell CD4 receptors - in doing so, temsavir prevents the first step in the HIV-1 viral lifecycle.[L14867] The discovery of gp120 as a potential target of interest in the treatment of HIV-1 infection is relatively recent, and was born out of a desire to find alternative target proteins (i.e. mechanistically orthogonal therapies) for the treatment of HIV-1 patients with resistant infections.[A215057] Fostemavir is the first attachment inhibitor to receive FDA approval, granted in July 2020 for use in combination with other antiretrovirals in highly treatment-experienced patients with multidrug-resistant HIV-1 infection whom are failing their current therapy.[L14867,L14917] Targeting gp120 subunits is a new and novel therapeutic approach to HIV-1 infection, and the addition of attachment inhibitors, like temsavir, to the armament of therapies targeted against HIV-1 fills a necessary niche for therapeutic options in patients left with few, if any, viable treatments.",1,0,0,1,0,0
